part,arm,policy,split_fit,alpha,band_mode,campus,regime,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,oracle,rule_sup,m0_sup,m0_sup_revfrac,m0_sup_orr,rule_sup_revfrac,rule_sup_orr
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0022,2253,1216.011200,1048.260400,991.862400,1164.754800,1048.167200,0.0199,0.0333,0.0201,0.0667
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0023,2253,5676.362400,2764.535200,2621.206400,5464.546800,2728.823200,0.0205,0.1714,0.0200,0.2059
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0024,2253,4396.206800,2356.442800,1996.894800,4168.282000,2121.750800,0.0202,0.3125,0.0202,0.4062
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0025,2253,6411.756400,3072.706800,2533.840800,6166.016000,2868.945200,0.0202,0.1389,0.0203,0.2778
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0026,2253,5006.202000,2461.567200,1938.243600,4930.054400,2436.010000,0.0199,0.0882,0.0200,0.1176
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0027,2253,2535.368000,1674.999200,1685.882800,2531.320400,1666.311200,0.0202,0.0938,0.0203,0.0938
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0028,2253,2083.722400,1306.644800,1316.495200,2052.465200,1305.481200,0.0202,0.0312,0.0203,0.0938
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0029,2253,4540.255600,1628.118000,1226.778800,4267.046000,1546.718400,0.0199,0.0833,0.0205,0.3243
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0020,2253,2113.920800,1729.793200,1660.290800,2086.646800,1724.350400,0.0496,0.0241,0.0502,0.1310
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0021,2253,2468.501600,2169.120000,2178.691200,2432.733600,2127.940400,0.0486,0.0417,0.0499,0.1622
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0022,2253,1216.011200,986.181200,991.862400,1173.292400,986.764400,0.0497,0.0267,0.0503,0.0400
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0023,2253,5676.362400,3004.301200,2621.206400,5199.813200,2874.079600,0.0502,0.1163,0.0501,0.3412
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0024,2253,4396.206800,2427.362800,1996.894800,3942.843200,2108.156000,0.0505,0.1250,0.0500,0.2405
